date,day_of_week,meal_type,expected_customers,temperature,weather,special_event,is_weekend,prev_quantity_consumed,prev_quantity_wasted,rolling_avg_consumption,recent_demand_trend,quantity_prepared,quantity_consumed,quantity_wasted,waste_percentage
2026-05-22,Friday,Lunch,205,28.9,Cloudy,0,0,79.0,23.6,222.1,46.1,204.7,188.5,16.2,7.9
2026-05-22,Friday,Dinner,253,32.3,Cloudy,1,0,188.5,16.2,169.2,0.2,268.8,232.9,35.9,13.4
2026-05-23,Saturday,Breakfast,78,30.9,Cloudy,1,1,232.9,35.9,87.2,-8.2,74.7,74.7,0.0,0.0
2026-05-23,Saturday,Lunch,176,27.1,Cloudy,0,1,74.7,0.0,212.2,-23.7,188.8,158.7,30.1,15.9
2026-05-23,Saturday,Dinner,163,34.8,Sunny,0,1,158.7,30.1,195.7,37.2,172.5,145.1,27.4,15.9
2026-05-24,Sunday,Breakfast,56,26.8,Rainy,0,1,145.1,27.4,83.3,-8.6,54.0,54.0,0.0,0.0
2026-05-24,Sunday,Lunch,188,34.8,Sunny,0,1,54.0,0.0,205.1,-46.4,198.1,165.4,32.7,16.5
2026-05-24,Sunday,Dinner,145,34.1,Sunny,0,1,165.4,32.7,182.5,-37.4,138.8,137.7,1.1,0.8
2026-05-25,Monday,Breakfast,102,29.9,Cloudy,0,0,137.7,1.1,69.2,-15.2,110.0,102.1,7.9,7.2
2026-05-25,Monday,Lunch,244,27.0,Rainy,0,0,102.1,7.9,170.9,-5.5,274.8,239.4,35.4,12.9
2026-05-25,Monday,Dinner,194,33.4,Sunny,0,0,239.4,35.4,171.9,-34.2,193.0,167.4,25.6,13.3
2026-05-26,Tuesday,Breakfast,96,24.5,Rainy,0,0,167.4,25.6,76.9,25.2,96.3,96.3,0.0,0.0
2026-05-26,Tuesday,Lunch,211,33.2,Sunny,0,0,96.3,0.0,187.8,51.6,230.0,178.5,51.5,22.4
2026-05-26,Tuesday,Dinner,172,30.6,Sunny,0,0,178.5,51.5,150.1,17.3,183.4,160.6,22.8,12.4
2026-05-27,Wednesday,Breakfast,96,36.4,Sunny,0,0,160.6,22.8,84.1,12.2,100.5,89.1,11.4,11.3
2026-05-27,Wednesday,Lunch,204,29.2,Cloudy,0,0,89.1,11.4,194.4,-15.9,216.1,195.4,20.7,9.6
2026-05-27,Wednesday,Dinner,174,29.6,Cloudy,0,0,195.4,20.7,155.2,5.4,167.6,166.0,1.6,1.0
2026-05-28,Thursday,Breakfast,109,33.2,Sunny,0,0,166.0,1.6,95.8,-6.7,120.2,98.2,22.0,18.3
2026-05-28,Thursday,Lunch,198,31.3,Sunny,0,0,98.2,22.0,204.4,-9.0,188.9,173.7,15.2,8.0
2026-05-28,Thursday,Dinner,180,30.6,Sunny,0,0,173.7,15.2,164.7,1.3,188.7,172.0,16.7,8.9
2026-05-29,Friday,Breakfast,131,33.2,Sunny,1,0,172.0,16.7,94.5,3.7,143.3,138.8,4.5,3.1
2026-05-29,Friday,Lunch,301,35.7,Sunny,1,0,138.8,4.5,182.5,-8.8,327.5,281.0,46.5,14.2
2026-05-29,Friday,Dinner,163,34.5,Sunny,0,0,281.0,46.5,166.2,5.8,160.1,147.3,12.8,8.0
2026-05-30,Saturday,Breakfast,54,34.0,Sunny,0,1,147.3,12.8,108.7,30.1,53.9,53.9,0.0,0.0
2026-05-30,Saturday,Lunch,154,32.8,Sunny,0,1,53.9,0.0,216.7,64.3,157.8,143.4,14.4,9.1
2026-05-30,Saturday,Dinner,143,29.8,Cloudy,0,1,143.4,14.4,161.8,-14.5,164.9,133.4,31.5,19.1
2026-05-31,Sunday,Breakfast,57,23.6,Rainy,0,1,133.4,31.5,97.0,-43.1,57.3,57.3,0.0,0.0
2026-05-31,Sunday,Lunch,180,36.0,Sunny,0,1,57.3,0.0,199.4,-56.0,179.7,162.4,17.3,9.6
2026-05-31,Sunday,Dinner,143,32.2,Sunny,0,1,162.4,17.3,150.9,-17.5,164.6,125.4,39.2,23.8
2026-06-01,Monday,Breakfast,102,29.3,Cloudy,0,0,125.4,39.2,83.3,-26.0,105.1,99.0,6.1,5.8
2026-06-01,Monday,Lunch,222,24.1,Rainy,0,0,99.0,6.1,195.6,-33.2,238.6,223.6,15.0,6.3
2026-06-01,Monday,Dinner,181,35.2,Sunny,0,0,223.6,15.0,135.4,-10.0,202.8,164.6,38.2,18.8
2026-06-02,Tuesday,Breakfast,98,35.1,Sunny,0,0,164.6,38.2,70.1,28.9,98.4,90.5,7.9,8.0
2026-06-02,Tuesday,Lunch,198,36.3,Sunny,0,0,90.5,7.9,176.5,47.1,216.6,160.0,56.6,26.1
2026-06-02,Tuesday,Dinner,214,25.8,Rainy,1,0,160.0,56.6,141.1,23.5,205.7,205.7,0.0,0.0
2026-06-03,Wednesday,Breakfast,101,30.3,Sunny,0,0,205.7,0.0,82.3,8.2,106.9,92.3,14.6,13.7
2026-06-03,Wednesday,Lunch,213,29.5,Cloudy,0,0,92.3,14.6,182.0,-22.0,238.3,205.8,32.5,13.6
2026-06-03,Wednesday,Dinner,169,31.4,Cloudy,0,0,205.8,32.5,165.2,40.5,167.2,140.9,26.3,15.7
2026-06-04,Thursday,Breakfast,103,30.0,Sunny,0,0,140.9,26.3,93.9,-1.6,98.8,98.8,0.0,0.0
2026-06-04,Thursday,Lunch,204,27.8,Rainy,0,0,98.8,0.0,196.5,9.3,218.8,190.4,28.4,13.0
2026-06-04,Thursday,Dinner,156,28.8,Rainy,0,0,190.4,28.4,170.4,-29.5,163.9,155.5,8.4,5.1
2026-06-05,Friday,Breakfast,97,30.4,Cloudy,0,0,155.5,8.4,93.9,4.9,105.6,102.3,3.3,3.1
2026-06-05,Friday,Lunch,227,32.1,Sunny,0,0,102.3,3.3,185.4,5.0,231.8,196.8,35.0,15.1
2026-06-05,Friday,Dinner,181,33.4,Sunny,0,0,196.8,35.0,167.4,-11.9,176.8,171.5,5.3,3.0
2026-06-06,Saturday,Breakfast,62,33.5,Sunny,0,1,171.5,5.3,97.8,4.5,66.6,56.8,9.8,14.7
2026-06-06,Saturday,Lunch,174,30.4,Cloudy,0,1,56.8,9.8,197.7,-0.9,179.5,159.4,20.1,11.2
2026-06-06,Saturday,Dinner,157,34.2,Sunny,0,1,159.4,20.1,156.0,15.5,161.9,127.1,34.8,21.5
2026-06-07,Sunday,Breakfast,60,27.7,Cloudy,0,1,127.1,34.8,86.0,-29.2,58.4,47.3,11.1,19.0
2026-06-07,Sunday,Lunch,205,28.1,Rainy,0,1,47.3,11.1,182.2,-22.8,214.7,194.4,20.3,9.5
2026-06-07,Sunday,Dinner,147,34.5,Sunny,0,1,194.4,20.3,151.4,-24.3,159.1,120.4,38.7,24.3
2026-06-08,Monday,Breakfast,131,29.3,Sunny,1,0,120.4,38.7,68.8,-21.5,131.5,131.5,0.0,0.0
2026-06-08,Monday,Lunch,236,29.2,Cloudy,0,0,131.5,0.0,183.5,10.9,264.3,222.8,41.5,15.7
2026-06-08,Monday,Dinner,177,27.4,Cloudy,0,0,222.8,41.5,139.7,-19.3,190.5,157.1,33.4,17.5
2026-06-09,Tuesday,Breakfast,98,26.9,Rainy,0,0,157.1,33.4,78.5,53.0,100.7,91.2,9.5,9.4
2026-06-09,Tuesday,Lunch,232,26.8,Rainy,0,0,91.2,9.5,192.2,30.6,244.3,223.1,21.2,8.7
2026-06-09,Tuesday,Dinner,168,31.6,Cloudy,0,0,223.1,21.2,134.9,22.2,168.6,143.0,25.6,15.2
2026-06-10,Wednesday,Breakfast,96,34.0,Sunny,0,0,143.0,25.6,90.0,1.2,97.4,96.5,0.9,0.9
2026-06-10,Wednesday,Lunch,217,36.6,Sunny,0,0,96.5,0.9,213.4,9.7,216.4,205.7,10.7,4.9
2026-06-10,Wednesday,Dinner,196,31.8,Cloudy,0,0,205.7,10.7,140.2,2.8,227.1,175.7,51.4,22.6
2026-06-11,Thursday,Breakfast,93,34.0,Cloudy,0,0,175.7,51.4,106.4,-9.9,93.9,87.8,6.1,6.5
2026-06-11,Thursday,Lunch,226,30.1,Cloudy,0,0,87.8,6.1,217.2,-11.5,256.1,214.5,41.6,16.2
2026-06-11,Thursday,Dinner,188,32.3,Cloudy,0,0,214.5,41.6,158.6,17.1,194.9,167.6,27.3,14.0
2026-06-12,Friday,Breakfast,92,31.3,Cloudy,0,0,167.6,27.3,91.8,-4.0,88.3,80.5,7.8,8.8
2026-06-12,Friday,Lunch,231,33.3,Sunny,0,0,80.5,7.8,214.4,0.1,247.8,202.2,45.6,18.4
2026-06-12,Friday,Dinner,174,34.9,Sunny,0,0,202.2,45.6,162.1,5.5,185.8,156.7,29.1,15.7
2026-06-13,Saturday,Breakfast,60,36.4,Sunny,0,1,156.7,29.1,88.3,-7.8,60.3,56.0,4.3,7.1
2026-06-13,Saturday,Lunch,167,33.1,Sunny,0,1,56.0,4.3,207.5,-5.3,173.0,150.2,22.8,13.2
2026-06-13,Saturday,Dinner,160,29.1,Cloudy,0,1,150.2,22.8,166.7,-10.0,156.9,155.7,1.2,0.8
2026-06-14,Sunday,Breakfast,68,33.0,Sunny,0,1,155.7,1.2,74.8,-18.8,68.2,66.4,1.8,2.6
2026-06-14,Sunday,Lunch,184,28.9,Cloudy,0,1,66.4,1.8,189.0,-38.8,210.9,170.9,40.0,19.0
2026-06-14,Sunday,Dinner,159,30.8,Cloudy,0,1,170.9,40.0,160.0,-4.3,171.2,154.8,16.4,9.6
2026-06-15,Monday,Breakfast,99,28.9,Rainy,0,0,154.8,16.4,67.6,-1.2,100.6,93.5,7.1,7.1
2026-06-15,Monday,Lunch,212,36.9,Sunny,0,0,93.5,7.1,174.4,-3.5,218.6,194.1,24.5,11.2
2026-06-15,Monday,Dinner,194,32.4,Sunny,0,0,194.1,24.5,155.7,-0.9,186.0,175.1,10.9,5.9
2026-06-16,Tuesday,Breakfast,112,33.8,Cloudy,0,0,175.1,10.9,72.0,21.5,121.4,107.0,14.4,11.9
2026-06-16,Tuesday,Lunch,243,29.7,Rainy,0,0,107.0,14.4,171.7,22.4,256.4,234.7,21.7,8.5
2026-06-16,Tuesday,Dinner,181,36.1,Sunny,0,0,234.7,21.7,161.9,13.2,178.1,161.9,16.2,9.1
2026-06-17,Wednesday,Breakfast,106,24.1,Rainy,0,0,161.9,16.2,89.0,18.0,117.0,107.7,9.3,7.9
2026-06-17,Wednesday,Lunch,211,34.8,Sunny,0,0,107.7,9.3,199.9,34.8,240.1,178.3,61.8,25.7
2026-06-17,Wednesday,Dinner,192,37.6,Sunny,0,0,178.3,61.8,163.9,-2.0,201.0,176.5,24.5,12.2
2026-06-18,Thursday,Breakfast,93,35.7,Sunny,0,0,176.5,24.5,102.7,5.0,91.1,91.1,0.0,0.0
2026-06-18,Thursday,Lunch,226,30.4,Cloudy,0,0,91.1,0.0,202.4,-24.1,249.0,221.8,27.2,10.9
2026-06-18,Thursday,Dinner,213,30.2,Cloudy,0,0,221.8,27.2,171.2,5.3,211.6,201.9,9.7,4.6
2026-06-19,Friday,Breakfast,89,26.0,Rainy,0,0,201.9,9.7,101.9,-10.8,89.4,89.4,0.0,0.0
2026-06-19,Friday,Lunch,218,33.6,Sunny,0,0,89.4,0.0,211.6,10.2,245.5,183.9,61.6,25.1
2026-06-19,Friday,Dinner,170,29.2,Rainy,0,0,183.9,61.6,180.1,21.8,181.7,173.6,8.1,4.5
2026-06-20,Saturday,Breakfast,60,28.7,Rainy,0,1,173.6,8.1,96.1,-6.7,68.6,55.2,13.4,19.5
2026-06-20,Saturday,Lunch,167,31.8,Cloudy,0,1,55.2,13.4,194.7,-10.8,171.7,145.7,26.0,15.1
2026-06-20,Saturday,Dinner,196,32.1,Sunny,1,1,145.7,26.0,184.0,-10.4,214.3,176.6,37.7,17.6
2026-06-21,Sunday,Breakfast,49,31.8,Cloudy,0,1,176.6,37.7,78.6,-23.4,50.3,42.8,7.5,14.9
2026-06-21,Sunday,Lunch,165,33.4,Sunny,0,1,42.8,7.5,183.8,-38.1,181.1,139.8,41.3,22.8
2026-06-21,Sunday,Dinner,148,32.9,Sunny,0,1,139.8,41.3,184.0,-7.4,148.4,132.6,15.8,10.6
2026-06-22,Monday,Breakfast,99,24.9,Rainy,0,0,132.6,15.8,62.5,-19.7,107.3,94.5,12.8,11.9
2026-06-22,Monday,Lunch,201,35.9,Sunny,0,0,94.5,12.8,156.5,-16.7,215.0,182.3,32.7,15.2
2026-06-22,Monday,Dinner,175,31.9,Sunny,0,0,182.3,32.7,160.9,-28.3,178.4,153.2,25.2,14.1
2026-06-23,Tuesday,Breakfast,106,31.3,Cloudy,0,0,153.2,25.2,64.2,30.3,109.8,104.4,5.4,4.9
2026-06-23,Tuesday,Lunch,221,37.6,Sunny,0,0,104.4,5.4,155.9,26.4,226.7,192.5,34.2,15.1
2026-06-23,Tuesday,Dinner,144,36.9,Sunny,0,0,192.5,34.2,154.1,-0.9,154.7,116.4,38.3,24.8
2026-06-24,Wednesday,Breakfast,106,35.0,Sunny,0,0,116.4,38.3,80.6,23.8,99.0,99.0,0.0,0.0
2026-06-24,Wednesday,Lunch,223,35.0,Sunny,0,0,99.0,0.0,171.5,21.0,241.6,187.5,54.1,22.4
2026-06-24,Wednesday,Dinner,187,33.3,Sunny,0,0,187.5,54.1,134.1,-17.7,182.1,174.9,7.2,4.0
2026-06-25,Thursday,Breakfast,94,33.5,Sunny,0,0,174.9,7.2,99.3,-0.3,96.2,83.4,12.8,13.3
2026-06-25,Thursday,Lunch,217,33.3,Cloudy,0,0,83.4,12.8,187.4,0.1,228.4,183.2,45.2,19.8
2026-06-25,Thursday,Dinner,181,33.0,Cloudy,0,0,183.2,45.2,148.2,26.7,194.6,153.4,41.2,21.2
2026-06-26,Friday,Breakfast,94,33.6,Cloudy,0,0,153.4,41.2,95.6,-12.2,89.4,89.4,0.0,0.0
2026-06-26,Friday,Lunch,289,35.1,Sunny,1,0,89.4,0.0,187.7,-4.5,315.2,265.6,49.6,15.7
2026-06-26,Friday,Dinner,167,32.4,Cloudy,0,0,265.6,49.6,148.2,5.2,181.3,146.7,34.6,19.1
2026-06-27,Saturday,Breakfast,56,34.1,Sunny,0,1,146.7,34.6,90.6,-1.2,58.4,47.5,10.9,18.7
2026-06-27,Saturday,Lunch,173,38.6,Sunny,0,1,47.5,10.9,212.1,53.5,187.9,133.0,54.9,29.2
2026-06-27,Saturday,Dinner,165,27.9,Rainy,0,1,133.0,54.9,158.3,-11.6,161.4,159.1,2.3,1.4
2026-06-28,Sunday,Breakfast,53,34.8,Sunny,0,1,159.1,2.3,73.4,-25.9,56.9,55.2,1.7,3.0
2026-06-28,Sunday,Lunch,176,36.2,Sunny,0,1,55.2,1.7,193.9,-60.9,187.0,151.3,35.7,19.1
2026-06-28,Sunday,Dinner,149,30.0,Cloudy,0,1,151.3,35.7,153.1,6.0,155.1,136.1,19.0,12.3
2026-06-29,Monday,Breakfast,107,36.5,Sunny,0,0,136.1,19.0,64.0,-8.8,112.9,97.2,15.7,13.9
2026-06-29,Monday,Lunch,214,33.5,Cloudy,0,0,97.2,15.7,183.3,-32.0,243.1,193.1,50.0,20.6
2026-06-29,Monday,Dinner,196,39.2,Sunny,0,0,193.1,50.0,147.3,-11.2,193.5,173.4,20.1,10.4
